count	reward_sum	squared_reward_sum	length
472	-100.5239878743887	10000.786462084938	56
473	209.71049648709595	58.80306643035406	849
474	211.67367633245885	58.73104469637005	851
475	214.16087347269058	61.21394395887046	825
476	5.816899918019772	10029.077720567444	456
477	211.42475659027696	60.08082310807003	825
478	-98.8442085525021	10000.486340606807	67
479	212.15028597204946	61.6054736445426	818
480	-5.200544727966189	10027.969507153897	397
481	86.91397198475897	10052.217428289936	756
482	46.60347496718168	10040.53227652889	603
483	-31.201010384596884	10018.991669423145	308
484	210.62244008947164	59.587176828777054	843
485	-98.74964296643157	10002.213845425498	79
486	212.35742962546647	59.198259719040955	872
487	213.30935332132503	60.00712756754691	844
488	212.17844840232283	59.18382472850642	849
489	-94.0806438960135	10001.814199219372	91
490	-90.02519721497083	10003.211222397947	101
491	210.92371348896995	59.133061547972424	843
492	210.88401691243052	57.88129311095243	857
493	211.27804137952626	59.222949929774984	867
494	-56.36260963277891	10011.9675255143	235
495	-93.32920322101563	10002.646003108892	81
496	212.946280637756	59.74540362554068	842
497	212.48304466996342	62.10551471165567	870
498	211.43178868945688	59.589721946403806	878
499	207.74423016328365	57.53729293380085	924
500	45.74739048164338	10041.357619866345	592
501	212.48164727631956	59.4109878266993	857
502	-1.4919183943420649	10029.60534804189	408
503	211.0219390038401	58.395849787144044	856
504	213.30203644372523	58.645128252741536	868
505	214.29324241168797	60.584200105375324	846
506	-34.78696018271148	10020.281556319114	280
507	82.44153266958892	10050.255434816443	758
508	210.3922437997535	59.344888974651525	834
509	211.64795711962506	58.60827034094942	868
510	212.41276122257113	58.46353263769133	873
511	213.70444067567587	59.894275424822	854
512	-53.37170891975984	10013.410997874444	232
513	214.58609482645988	59.62248199605073	861
514	214.11692624352872	61.79845958242382	830
515	214.52771243359894	58.63595480765898	876
516	215.34157677460462	60.07565073931385	865
517	213.91180040501058	60.05432666821255	853
518	214.4096480831504	60.56298255549635	864
519	213.5154603337869	57.52399179200037	901
520	214.02361357724294	58.44814694352063	886
521	212.82250649109483	58.82681902624104	877
522	213.85493803024292	59.84801782084674	856
523	212.90917824581265	60.32354156385619	843
524	213.58766272850335	59.3187916332498	865
525	79.76964090811089	10049.844963212676	734
526	213.74087673425674	59.52455251332295	869
527	214.21204075962305	59.41949402154165	864
528	-90.49350325390697	10002.707221403209	95
529	214.424376886338	60.191235620456084	856
530	215.10359144303948	59.84107645904008	863
531	212.88897029217333	57.91492490938898	884
532	213.54825632832944	58.70977014041905	865
533	215.05829768953845	58.95931762165039	885
534	211.9279105970636	58.452140733105466	855
535	214.47243672143668	58.64120925917167	880
536	76.76996783399954	10048.904134459957	736
537	214.55848532309756	58.66934525106677	885
538	213.42367053590715	58.27299984467475	885
539	213.16440083039925	60.16724176636667	846
540	213.0107459248975	59.47251160376846	853
541	211.92748249601573	58.11441753291781	873
542	214.8146490380168	60.626891901867985	847
543	215.57326172851026	58.11721540837369	889
544	92.4587844600901	10053.969358825749	775
545	213.5259475139901	57.752554608752725	878
546	212.82988182269037	58.30237107784461	865
547	-93.0417024330236	10002.405150218212	87
548	-95.97649827413261	10002.433756033728	81
549	-97.45402001729235	10001.70521858385	86
550	213.32503326889127	57.56906781294434	898
551	214.4493928551674	59.55075420747971	860
552	214.71559353591874	59.22527385087719	873
553	103.6902131550014	10058.339724070784	812
554	213.7555246669799	60.51664961575382	855
